,county,registered_A_a,registered_A_b,registered_A_c,registered_B_a,registered_B_b,registered_B_c,registered_C_a,registered_C_b,registered_C_c,registered_D_a,registered_D_b,registered_D_c,registered_E_a,registered_E_b,registered_E_c,registered_F_a,registered_F_b,registered_F_c,registered_G_a,registered_G_b,registered_G_c
66,GWINNETT,0.12386251172833952,0.15453934938241456,0.0009479068930503965,0.1915173579424958,0.20566848322044137,0.0008740022878295182,0.04549953086641903,0.04771988226675064,0.00045306736244103696,0.04254977314499441,0.04883166458876907,0.0003727362698096474,0.0012065730113234709,0.001158374355744637,8.033109263138953e-06,0.014739148876007352,0.017439880210274667,0.0001863681349048237,0.04882523810135856,0.05172519054535172,0.0018749277020166316
67,HABERSHAM,0.010462573591253153,0.011169049621530699,3.3641715727502105e-05,0.39814970563498736,0.4418839360807401,0.0005046257359125315,0.006862910008410429,0.006896551724137931,0.0,0.02176619007569386,0.01951219512195122,0.00010092514718250631,0.00063919259882254,0.0008410428931875525,0.0,0.0037678721614802357,0.004205214465937763,0.0,0.03811606391925988,0.03468460891505467,0.00040370058873002523
68,HALL,0.03105727359137028,0.03718030902539844,0.0001252606526816832,0.3270997737939978,0.36103067412335965,0.0011715555162580959,0.006204086444586898,0.007088279287045838,8.10510105587362e-05,0.04862323806155456,0.05063477677814865,0.0003389405896092604,0.0008473514740231511,0.000803141831900204,0.0,0.005975669960285005,0.006373556739391528,2.2104821061473507e-05,0.060832467561175094,0.05396523648474399,0.0005452522528496799
69,HANCOCK,0.30414971521562245,0.3659886086248983,0.00048820179007323027,0.13441822620016272,0.12953620829943044,0.00032546786004882016,0.0011391375101708705,0.0008136696501220504,0.0,0.001790073230268511,0.0008136696501220504,0.0,0.00048820179007323027,0.00032546786004882016,0.0,0.0029292107404393815,0.003417412530512612,0.0,0.027664768104149716,0.025549227013832384,0.00016273393002441008
70,HARALSON,0.01922631457030345,0.02019921241602965,4.63284688441047e-05,0.4207088255733148,0.45953208246467453,0.0009728978457261987,0.0022237665045170257,0.002965022006022701,0.0,0.0028260365994903867,0.002687051192958073,0.0,0.0010192263145703034,0.0012045401899467222,0.0,0.003381978225619643,0.003104007412555015,4.63284688441047e-05,0.03219828584665277,0.02747278202455409,0.0001853138753764188
71,HARRIS,0.06754701583886642,0.07678326347416448,0.00018546681998590452,0.3637746207203531,0.3876256537705404,0.0005193070959605327,0.003041655847768834,0.005415631143588412,3.7093363997180906e-05,0.008568567083348789,0.009718461367261398,3.7093363997180906e-05,0.0009644274639267035,0.000778960643940799,0.0,0.006194591787529211,0.006009124967543306,0.0,0.03241960013353611,0.030082718201713713,0.00029674691197744725
72,HART,0.061735323829835,0.08384779436524863,0.00011224604332697273,0.3654731170726232,0.4059378156919969,0.001066337411606241,0.004040857559771018,0.004489841733078909,0.0,0.003816365473117073,0.004265349646424964,0.0,0.0004489841733078909,0.0005612302166348636,0.0,0.00308676619149175,0.002918397126501291,0.0,0.029015602200022448,0.028903356156695478,0.0002806151083174318
73,HEARD,0.0405372104484968,0.04706752094627895,0.0,0.4004435682602267,0.4318629866929522,0.0009857072449482504,0.0014785608674223755,0.002587481517989157,0.0,0.0034499753573188764,0.002957121734844751,0.0001232134056185313,0.0009857072449482504,0.0014785608674223755,0.0,0.005174963035978314,0.005174963035978314,0.0,0.032528339083292265,0.023040906850665354,0.0001232134056185313
74,HENRY,0.19230451610061716,0.251427281586003,0.000478972026932542,0.18037976425767593,0.19586652646182814,0.0003633580893971008,0.009491353729100028,0.010983324065866912,7.707595835696078e-05,0.01478757315334262,0.01789813861560568,7.157053276003502e-05,0.0010185037354312676,0.0008037921371511625,0.0,0.014897681665281135,0.017942182020381087,6.606510716310925e-05,0.04267805922736857,0.04798528950280501,0.000478972026932542
75,HOUSTON,0.12818792531084178,0.17096951267328286,0.0007057654941665432,0.2670494645766714,0.2905749810488895,0.0006621997229216949,0.00951476443987488,0.01186731608709669,8.71315424896967e-05,0.011161550592930147,0.014812362223248438,6.0992079742787685e-05,0.0009323075046397546,0.001106570589619148,3.4852616995878675e-05,0.007763420435831976,0.009628035445111484,8.71315424896967e-05,0.03845114970070315,0.035532243027298314,0.0008103233451541793
76,IRWIN,0.09774436090225563,0.1343784994400896,0.0,0.3484242521196608,0.3665013597824348,0.00031994880819068947,0.0017597184450487923,0.0022396416573348264,0.0,0.004959206526955687,0.005439129739241722,0.0,0.00031994880819068947,0.0011198208286674132,0.0,0.001919692849144137,0.0015997440409534474,0.0,0.019356902895536713,0.013597824348104304,0.00031994880819068947
77,JACKSON,0.02918201915991157,0.03220338983050847,9.211495946941784e-05,0.380066322770818,0.411551215917465,0.0007921886514369934,0.007148120854826824,0.007406042741341194,3.6845983787767136e-05,0.016285924834193072,0.018515106853352985,3.6845983787767136e-05,0.000681650700073692,0.0006263817243920412,0.0,0.005397936624907885,0.005600589535740604,1.8422991893883568e-05,0.04412306558585114,0.039867354458364035,0.00036845983787767134
78,JASPER,0.07872261418492388,0.094225770516153,0.0,0.3803379131080579,0.39630523579650945,0.0003713330857779428,0.0012068325287783142,0.0013924990716672856,0.0,0.0063126624582250275,0.005941329372447085,0.0,0.0007426661715558856,0.0005569996286669142,0.0,0.002877831414779057,0.0021351652432231713,0.0,0.014667656888228742,0.014203490531006313,0.0
79,JEFF DAVIS,0.06783418310795833,0.083019286189315,0.0,0.35446685878962536,0.4017956107293283,0.0008867213478164486,0.0015517623586787852,0.0015517623586787852,0.0,0.013189980048769675,0.017401906450897807,0.0,0.0004433606739082243,0.0006650410108623365,0.0,0.0032143648858346265,0.003436045222788739,0.0,0.02604743959210818,0.024384837064952338,0.00011084016847705608
80,JEFFERSON,0.21296215745976513,0.2878642888212266,0.0008699434536755111,0.1969551979121357,0.2117442366246194,0.0002609830361026533,0.0010439321444106133,0.00156589821661592,0.0,0.0020008699434536756,0.0020008699434536756,0.0,0.0006089604175728578,0.0006089604175728578,0.0,0.002261852979556329,0.0039147455415398,8.699434536755111e-05,0.03827751196172249,0.03662461939973902,0.00034797738147020446
81,JENKINS,0.15166759828582074,0.20067076579094467,0.0001863238308179616,0.26476616359232347,0.28861561393702256,0.0007452953232718465,0.0011179429849077697,0.0011179429849077697,0.0003726476616359232,0.002608533631451463,0.0022358859698155395,0.0,0.0005589714924538849,0.0005589714924538849,0.0,0.0011179429849077697,0.002608533631451463,0.0,0.047512576858580215,0.03335196571641513,0.0001863238308179616
82,JOHNSON,0.12910591955032497,0.16669594238538557,0.0,0.30967855260846655,0.3490251185666608,0.0005269629369401019,0.0021078517477604074,0.001229580186193571,0.0,0.001229580186193571,0.0015808888108203056,0.0,0.0003513086246267346,0.0001756543123133673,0.0,0.001756543123133673,0.0003513086246267346,0.0,0.019321974354470403,0.01686281398208326,0.0
83,JONES,0.10737454684220568,0.13356229727151306,4.770082045411181e-05,0.33557527189467656,0.36801182980347263,0.0003339057431787827,0.0016695287158939134,0.0029574508681549324,0.0,0.003005151688609044,0.003816065636328945,0.0,0.0009063155886281244,0.0008109139477199007,0.0,0.004006868918145392,0.004102270559053616,0.0,0.019891242129364627,0.013880938752146537,4.770082045411181e-05
84,LAMAR,0.09981124952812383,0.1272933182332956,0.0,0.32902982257455643,0.35454888637221593,0.00030200075500188753,0.0014345035862589656,0.0020385050962627408,0.0,0.003775009437523594,0.004983012457531144,0.0,0.0011325028312570782,0.0011325028312570782,0.0,0.004454511136277841,0.004681011702529257,0.0,0.0338240845602114,0.031483578708946774,7.550018875047188e-05
85,LANIER,0.09521538706088062,0.10904466698458115,0.0,0.32077571133365124,0.37672865999046257,0.00031791448100460976,0.002384358607534573,0.004450802734064537,0.0,0.010014306151645207,0.011603878556668256,0.0,0.0019074868860276585,0.0020664441265299633,0.0,0.004609759974566842,0.006835161341599109,0.0,0.02877126053091718,0.024956286758861867,0.00031791448100460976
86,LAURENS,0.14328446616318674,0.19505405005182883,0.00035539760106619283,0.27543314082629944,0.30863320005923295,0.00038501406782170884,0.003139345476084703,0.003524359543906412,5.923293351103213e-05,0.004324004146305346,0.004709018214127054,0.0,0.0007107952021323857,0.0009773434029320303,2.9616466755516066e-05,0.00414630534577225,0.0050051828816822155,0.0,0.027306382348585814,0.02274544646823634,0.00017769880053309641
87,LEE,0.08229170935617393,0.10774148600467194,0.0004508011966722675,0.33535510839719684,0.3661325355518216,0.0012294578091061842,0.006925945657964837,0.007458710708577517,8.196385394041228e-05,0.005491578214007623,0.006802999877054219,8.196385394041228e-05,0.0011474939551657719,0.0008196385394041227,0.0,0.004467030039752469,0.003524445719437728,4.098192697020614e-05,0.03639195114954305,0.03278554157616491,0.0007786566124339166
88,LIBERTY,0.18464685356756105,0.2365299001323547,0.0005775478281795211,0.1605823607267477,0.17810131151485983,0.00021658043556732043,0.007700637709060282,0.010973408735410901,0.0,0.029527132715678018,0.03532667549031404,2.406449284081338e-05,0.0010347731921549754,0.0018770304415834437,0.0,0.009914571050415112,0.014703405125736976,2.406449284081338e-05,0.06812657923234268,0.059824329202262064,0.00028877391408976057
89,LINCOLN,0.11489760825386901,0.1456932937314366,0.0,0.31999374706893857,0.3350007816163827,0.0003126465530717524,0.0006252931061435048,0.0018758793184305144,0.0,0.002344849148038143,0.002188525871502267,0.0,0.0010942629357511334,0.0010942629357511334,0.0,0.003439112083789276,0.0028138189776457712,0.0001563232765358762,0.03642332343285915,0.03188994841331874,0.0001563232765358762
90,LONG,0.11297389979043627,0.1351686035435321,0.00019051247856734617,0.25452467136597445,0.2851971804153172,0.0004762811964183654,0.004572299485616308,0.007811011621261192,9.525623928367309e-05,0.02562392836730806,0.029243665460087637,0.0,0.0014288435892550963,0.0018098685463897885,0.0,0.009430367689083634,0.011621261192608116,0.00019051247856734617,0.06258334920937321,0.056391693655934466,0.0006667936749857116
91,LOWNDES,0.1462375019789802,0.19262479753510406,0.00026792347131392104,0.2608965693617332,0.29192697867572737,0.0005114902634174857,0.005443717803514669,0.007136507008634442,3.653501881553469e-05,0.011642492662550389,0.014175587300427459,4.871335842071292e-05,0.0016075408278835265,0.0015953624882783482,2.435667921035646e-05,0.01203219952991609,0.013907663829113539,3.653501881553469e-05,0.020337827140647646,0.01898603144447286,0.0005236686030226638
92,LUMPKIN,0.004663816556548776,0.003756963337219847,0.0,0.42410502223949564,0.45558578399619987,0.0004318348663471089,0.0018137064386578572,0.002634192684717364,0.0,0.008507146867038044,0.008377596407133913,0.0,0.002634192684717364,0.001986440385196701,0.0,0.004534266096644643,0.004966100962991752,0.0,0.04210389946884312,0.03359675260180507,0.0003022844064429762
93,MACON,0.2598595353862777,0.32901134521880065,0.0002701242571582928,0.1690977849810913,0.17423014586709887,0.0002701242571582928,0.006077795786061589,0.0037817396002160996,0.0,0.004862236628849271,0.00715829281469476,0.0,0.0004051863857374392,0.0001350621285791464,0.0,0.0025661804430037816,0.002971366828741221,0.0,0.02188006482982172,0.01728795245813074,0.0001350621285791464
94,MADISON,0.04020100502512563,0.04513307277126372,9.305788200260562e-05,0.3805136795086544,0.41671319560766795,0.001209752466033873,0.0046063651591289785,0.0056765308021589425,9.305788200260562e-05,0.008235622557230598,0.010050251256281407,0.0,0.0011632235250325703,0.0010701656430299647,0.0,0.0041876046901172526,0.004327191513121161,4.652894100130281e-05,0.04024753396612693,0.035873813512004464,0.0005583472920156337
95,MARION,0.13629283489096572,0.16433021806853582,0.0,0.2967289719626168,0.3226246105919003,0.0009735202492211838,0.004283489096573208,0.004867601246105919,0.0,0.009929906542056074,0.00895638629283489,0.0,0.000778816199376947,0.0013629283489096573,0.0,0.0029205607476635513,0.0050623052959501555,0.0,0.0227803738317757,0.01791277258566978,0.00019470404984423675
96,MCDUFFIE,0.16455616056730404,0.22160314043307586,0.0,0.2749778396859567,0.31043434215524884,0.0,0.0015828795745219703,0.0020260858553881223,0.0,0.00424211725971888,0.005381790553374699,0.0,0.0006331518298087882,0.0008864125617323034,0.0,0.001962770672407243,0.002342661770292516,0.0,0.004875269089527669,0.004495377991642396,0.0
97,MCINTOSH,0.12870789341377575,0.15123177476118652,0.0,0.31231774761186526,0.33283056812468576,0.00030165912518853697,0.001608848667672197,0.0017094017094017094,0.0,0.0036199095022624436,0.00522875816993464,0.0,0.0005027652086475615,0.0011060834590246355,0.0,0.003821015585721468,0.005027652086475616,0.0,0.03046757164404223,0.021417797888386124,0.00010055304172951231
98,MERIWETHER,0.1489587230327971,0.19497443571517645,0.00018705574261129816,0.2738496071829405,0.2933034044145155,0.0003741114852225963,0.001059982541464023,0.0014340940266866192,0.0,0.002556428482354408,0.003678762938022197,0.0,0.0008729267988527247,0.0009352787130564908,6.235191420376606e-05,0.003367003367003367,0.004239930165856092,6.235191420376606e-05,0.03753585235066716,0.03236064347175458,0.00018705574261129816
99,MILLER,0.11158798283261803,0.15116833571769195,0.0,0.3299952312827849,0.3648068669527897,0.0,0.0004768717215069146,0.0009537434430138292,0.0,0.0026227944682880307,0.004291845493562232,0.0,0.0002384358607534573,0.001430615164520744,0.0,0.0016690510252742013,0.001430615164520744,0.0002384358607534573,0.017167381974248927,0.011921793037672867,0.0
100,MITCHELL,0.1803543805371959,0.24377724651947685,0.00042188159189987344,0.23217550274223034,0.25544930389537335,0.0004921951905498523,0.001476585571649557,0.002039094360849388,0.0,0.006187596681198144,0.005836028687948249,0.0,0.00042188159189987344,0.0009843903810997047,0.0,0.002882857544649135,0.0028125439459991564,0.0,0.03332864576009,0.03079735620869076,0.0005625087891998312
101,MONROE,0.08815337480271099,0.10570049206201838,0.00046420945130442855,0.347692879027017,0.3679324111038901,0.0007427351220870857,0.0029709404883483427,0.0032958871042614427,4.6420945130442855e-05,0.004409989787392071,0.0037136756104354284,0.0,0.0007891560672175286,0.0013462074087828427,0.0,0.004502831677652957,0.005152724909479157,4.6420945130442855e-05,0.033562343329310185,0.028966669761396342,0.0005106303964348715
102,MONTGOMERY,0.10047343503419252,0.11748202700333157,0.0001753463089601964,0.33070313869893037,0.3685779414343328,0.0005260389268805891,0.000876731544800982,0.0014027704716815712,0.0,0.009118008065930211,0.009994739610731194,0.0,0.0005260389268805891,0.0003506926179203928,0.0,0.0021041557075223566,0.0033315798702437316,0.0,0.029808872523233387,0.0243731369454673,0.0001753463089601964
103,MORGAN,0.081874389847055,0.10471851610803774,0.00026033192320208264,0.35750081353726,0.39127888057273025,0.00045558086560364467,0.0018874064432150993,0.0026033192320208264,0.0,0.004490725675235925,0.0048812235600390495,0.0,0.0005206638464041653,0.000585746827204686,0.0,0.0024080702896192648,0.0029938171168239504,0.0,0.02336479010738692,0.020045558086560365,0.00013016596160104132
104,MURRAY,0.003233217050965711,0.0025950821066961626,0.0,0.4041095890410959,0.446311580022122,0.0005105079554156385,0.0009359312515953373,0.001403896877393006,0.0,0.026588956011231176,0.02854590317365779,0.00012762698885390963,0.0008083042627414277,0.0006806772738875181,0.0,0.0035310133582915,0.00357355568790947,0.0,0.04113843274057687,0.035778099208712666,0.00012762698885390963
105,MUSCOGEE,0.19371587856379444,0.26390854732950114,0.0004982812906207574,0.1808544440913949,0.2169690054594298,0.0005560530344608452,0.007828071290331898,0.009626216817354632,6.49932118200988e-05,0.014544036511742107,0.01684768479736561,7.943614778012074e-05,0.0008954620295213611,0.0010182269851815478,2.166440394003293e-05,0.008687425979953206,0.011965972442878189,5.0550275860076836e-05,0.03485080447153297,0.03625899072763512,0.0007582541379011525
106,NEWTON,0.18655582800071766,0.2580228455235931,4.784402846719694e-05,0.1983134979965313,0.22169726690987382,9.568805693439388e-05,0.0025596555229950363,0.003456731056754979,2.392201423359847e-05,0.009461156629388194,0.011972968123916034,1.1961007116799235e-05,0.0008970755337599426,0.0008970755337599426,0.0,0.006686202978290772,0.009209975479935411,1.1961007116799235e-05,0.046827342862269,0.04316727468452844,8.372704981759464e-05
107,OCONEE,0.01779100319731552,0.02288771407768527,9.496976795720029e-05,0.39535914400582484,0.4311627465256893,0.0007914147329766691,0.012156130298521637,0.013865586121751242,3.165658931906676e-05,0.010130108582101364,0.010383361296653898,9.496976795720029e-05,0.0005065054291050682,0.0005698186077432017,0.0,0.005096710880369749,0.004716831808540948,6.331317863813352e-05,0.03862103896926145,0.035075500965525974,0.0006014751970622685
108,OGLETHORPE,0.06575984145572471,0.0775605801279164,0.0,0.3653724889649581,0.387802900639582,0.0009909017205657147,0.0012611476443563643,0.0018016394919376632,0.0,0.009098279434285199,0.008197459688316368,9.008197459688316e-05,0.0008107377713719485,0.0004504098729844158,0.0,0.004504098729844158,0.0048644266282316904,9.008197459688316e-05,0.03765426538149716,0.033150166651653004,0.000540491847581299
109,PAULDING,0.08576518218623481,0.10750607287449393,0.00025101214574898786,0.31791902834008096,0.34433198380566804,0.0005991902834008098,0.0033279352226720646,0.004558704453441295,1.6194331983805668e-05,0.01637246963562753,0.018801619433198382,5.668016194331984e-05,0.0011497975708502023,0.0011093117408906882,8.097165991902834e-06,0.007927125506072875,0.009578947368421053,1.6194331983805668e-05,0.04006477732793522,0.04025910931174089,0.0003805668016194332
110,PEACH,0.18152701725384854,0.22419671453662568,0.0002582911457795227,0.23421841099287116,0.2542618039053621,0.0008265316664944726,0.0022729620828597996,0.003564417811757413,0.0,0.014309329476185557,0.016065709267486312,0.0,0.0009298481248062817,0.0007232152081826635,0.0,0.005269139373902262,0.005630746977993595,0.0,0.02836036780659159,0.027120570306849882,0.00046492406240314084
111,PICKENS,0.0040424663127807264,0.004246631278072683,0.0,0.4263781135157207,0.4628828093099224,0.0,0.0018374846876276032,0.0021641486320947327,0.0,0.0043282972641894655,0.006124948958758677,0.0,0.0007758268681094324,0.0008166598611678236,0.0,0.00208248264597795,0.002654144548795427,0.0,0.04565128623928134,0.03601469987750102,0.0
112,PIERCE,0.033854166666666664,0.04258578431372549,0.00015318627450980392,0.38756127450980393,0.4335171568627451,0.0012254901960784314,0.0013020833333333333,0.002144607843137255,7.659313725490196e-05,0.003676470588235294,0.005284926470588236,0.0,0.0009191176470588235,0.0008425245098039216,7.659313725490196e-05,0.0027573529411764708,0.0023743872549019606,0.0,0.04051776960784314,0.04021139705882353,0.0009191176470588235
113,PIKE,0.03925983254766763,0.042074157461478925,0.0,0.4025891789207064,0.4357278547808344,0.0007035812284528249,0.0009850137198339549,0.002110743685358475,0.0,0.0025328924224301695,0.003728980510799972,0.0,0.0008442974741433898,0.00035179061422641245,0.0,0.0030957574051924293,0.0029550411595018647,0.0,0.0345458383170337,0.02828396538380356,0.00021107436853584746
114,POLK,0.0450888827846015,0.06365027665502491,0.00011772554251854177,0.3706392496958757,0.4136483145626496,0.0009810461876545147,0.0012164972726915982,0.002119059765333752,0.0,0.013499195542126124,0.014166306949731193,7.848369501236118e-05,0.00039241847506180593,0.0005101440175803477,0.0,0.004630538005729309,0.004591296158223129,7.848369501236118e-05,0.034611309500451284,0.029784562257191068,0.00019620923753090296
115,PULASKI,0.11914476905500244,0.1561938958707361,0.00016321201240411296,0.3146727599151298,0.3458462542843153,0.0006528480496164518,0.0026113921984658073,0.0026113921984658073,0.0,0.004406724334911049,0.004243512322506937,0.0,0.0006528480496164518,0.0006528480496164518,0.0,0.005712420434143953,0.006691692508568631,0.0,0.018932593438877102,0.016810837277623635,0.0
116,PUTNAM,0.08948491313623895,0.12063395306309052,0.000121914050594331,0.33898201767753733,0.3652544955806157,0.000731484303565986,0.001828710758914965,0.0026211520877781162,0.0,0.0068881438585797015,0.008168241389820178,0.0,0.0009143553794574825,0.0001828710758914965,0.0,0.00365742151782993,0.003047851264858275,0.0,0.030539469673879913,0.026638220054861324,0.00030478512648582747
117,QUITMAN,0.1671520093185789,0.25101921956901574,0.0,0.24228305183459523,0.262085032032615,0.0,0.0017472335468841002,0.0023296447291788003,0.0,0.0034944670937682005,0.004659289458357601,0.0,0.0034944670937682005,0.0052417006406523005,0.0,0.0029120559114735,0.0034944670937682005,0.0,0.027373325567850902,0.022714036109493303,0.0
118,RABUN,0.002531645569620253,0.003052866716306776,0.0,0.42583767684288903,0.4686522710349963,0.001340282948622487,0.0011169024571854058,0.0020104244229337304,0.0,0.00982874162323157,0.008562918838421444,0.0,0.000967982129560685,0.001340282948622487,0.0,0.0027550260610573344,0.002903946388682055,0.0,0.03611317944899479,0.03283693224125093,0.0001489203276247208
119,RANDOLPH,0.22105732768235556,0.32165960294445683,0.001115324559446799,0.19228195404862816,0.21057327682355564,0.0,0.001115324559446799,0.0008922596475574393,0.0,0.0017845192951148785,0.002453714030782958,0.0,0.0006691947356680794,0.0008922596475574393,0.0,0.002007584207004238,0.002007584207004238,0.0,0.020968101717599823,0.018737452598706225,0.0017845192951148785
120,RICHMOND,0.22334698109696116,0.29195357987929704,0.0026985350809560524,0.15248052535027784,0.17249355276101347,0.0007643633849998671,0.004712466434477441,0.006593465025390158,4.6526466913035384e-05,0.008740329141520219,0.010315582378432988,8.640629569563715e-05,0.001016935633956345,0.0011631616728258846,1.993991439130088e-05,0.009471459335867918,0.01273495865791083,0.00012628612447823892,0.050973067822295486,0.047915614282296015,0.0023462632600430703
121,ROCKDALE,0.2331207965761202,0.3006812822080531,0.0006696363583427956,0.1387166273619239,0.15286633475994993,0.00027658893061985036,0.005648237109500102,0.006987509826185693,1.455731213788686e-05,0.014149707398026028,0.015270620432643317,4.3671936413660584e-05,0.0011209130346172883,0.0010626837860657407,0.0,0.010131889247969254,0.012970565114857193,5.822924855154744e-05,0.04984423676012461,0.05587096398520977,0.0004949486126881533
122,SCHLEY,0.07178631051752922,0.1025041736227045,0.0,0.3662771285475793,0.3996661101836394,0.000667779632721202,0.001669449081803005,0.004340567612687813,0.0,0.004006677796327212,0.009682804674457429,0.0,0.000333889816360601,0.000333889816360601,0.0,0.003672787979966611,0.002337228714524207,0.000333889816360601,0.01669449081803005,0.015692821368948246,0.0
123,SCREVEN,0.15963466693140077,0.1976571031470267,9.927529038022436e-05,0.2583143055693438,0.28531718455276484,0.0006949270326615705,0.0014891293557033655,0.0014891293557033655,0.0,0.0026804328402660576,0.0019855058076044874,0.0,0.0004963764519011219,0.0009927529038022437,0.0,0.002481882259505609,0.0022833316787451603,0.0,0.04397895363843939,0.04030576789437109,9.927529038022436e-05
124,SEMINOLE,0.12783437397305292,0.18024975353269798,0.0,0.30381202760433784,0.3243509694380545,0.00016431153466973383,0.0013144922773578706,0.0013144922773578706,0.0,0.002793296089385475,0.004765034505422281,0.0,0.0004929346040092015,0.000821557673348669,0.0,0.0026289845547157412,0.003614853762734144,0.0,0.022674991784423268,0.023003614853762733,0.00016431153466973383
125,SPALDING,0.13317043372021992,0.18147016900834861,0.0003868865811443698,0.27371207493382205,0.30535532478110367,0.0005090612909794339,0.002239869680309509,0.003359804520464264,0.0,0.0080024434941967,0.009957238851557727,2.0362451639177357e-05,0.0009977601303196905,0.0009163103237629811,2.0362451639177357e-05,0.00600692323355732,0.006373447363062512,0.0,0.03490124210954999,0.0320097739767868,0.0005905110975361434
126,STEPHENS,0.04401729436891181,0.05214356409855707,0.0,0.3856331718497682,0.42220138563317183,0.0007292806167630359,0.0033338542480595926,0.003385945720685524,0.0,0.005157055789967183,0.005209147262593114,5.2091472625931135e-05,0.0009376465072667605,0.0009897379798926916,0.0,0.00411522633744856,0.005417513153096838,0.0,0.03490128665937386,0.031411157993436474,0.00036464030838151797
127,STEWART,0.25966494845360827,0.31443298969072164,0.0006443298969072165,0.1878221649484536,0.18621134020618557,0.00032216494845360824,0.0006443298969072165,0.001288659793814433,0.0,0.0028994845360824743,0.001288659793814433,0.0,0.0009664948453608248,0.0,0.0,0.003865979381443299,0.001288659793814433,0.00032216494845360824,0.01997422680412371,0.01836340206185567,0.0
128,SUMTER,0.19696887392036505,0.28426313216361565,0.00038024879135205606,0.21239611059807703,0.24004562985496225,0.0005432125590743659,0.002879026563094139,0.0035852028898908143,0.0,0.005486446846651095,0.007116084523874192,0.0,0.0002716062795371829,0.0002716062795371829,0.0,0.0034765603780759413,0.003748166657613124,0.0,0.020424792221196156,0.01792601444945407,0.00021728502362974633
129,TALBOT,0.22811108755564977,0.29785880856476576,0.0,0.20012719949120203,0.21369514521941912,0.0,0.00042399830400678397,0.0012719949120203519,0.0,0.002967988128047488,0.004027983888064448,0.0,0.0006359974560101759,0.00105999576001696,0.0,0.0033919864320542717,0.004027983888064448,0.00042399830400678397,0.025439898240407037,0.016535933856264576,0.0
130,TALIAFERRO,0.2796875,0.26796875,0.0,0.2015625,0.196875,0.0,0.0,0.00078125,0.0,0.00546875,0.00234375,0.0,0.0,0.0,0.0,0.00390625,0.003125,0.0,0.02265625,0.01484375,0.00078125
131,TATTNALL,0.08252770572978071,0.10650003929890749,0.0004715868898844612,0.31462705336791635,0.3540045586732689,0.0009431737797689225,0.001493358484634127,0.0022793366344415625,0.0,0.013518824176687889,0.018391888705493988,7.859781498074354e-05,0.0007073803348266918,0.0005501847048652047,0.0,0.004401477638921638,0.004322879823940895,0.0,0.051009981922502556,0.04354318949933192,0.0006287825198459483
132,TAYLOR,0.1469246212812557,0.19492608140171563,0.0005475451724767294,0.2819857638255156,0.29859463405730974,0.0009125752874612155,0.001642635517430188,0.0010950903449534588,0.0,0.003285271034860376,0.005110421609782807,0.0,0.0001825150574922431,0.0003650301149844862,0.0,0.0021901806899069175,0.0021901806899069175,0.0,0.03230516517612703,0.027559773681328708,0.0001825150574922431
133,TELFAIR,0.1378562577447336,0.17874845105328377,0.00046468401486988845,0.29011771995043373,0.31675960346964066,0.00046468401486988845,0.0018587360594795538,0.0010842627013630732,0.0,0.0030978934324659233,0.0040272614622057,0.00015489467162329616,0.0010842627013630732,0.0007744733581164808,0.0,0.0032527881040892194,0.0027881040892193307,0.0,0.02973977695167286,0.02664188351920694,0.0010842627013630732
134,TERRELL,0.24060150375939848,0.3107287449392713,0.0010121457489878543,0.18363215731636784,0.18970503181029497,0.000578368999421631,0.0021688837478311164,0.0010121457489878543,0.0,0.0018796992481203006,0.0031810294968189707,0.0,0.000578368999421631,0.000578368999421631,0.0,0.003903990746096009,0.0031810294968189707,0.0,0.02891844997108155,0.02819548872180451,0.00014459224985540774
135,THOMAS,0.13058950951570478,0.18561039764815102,0.000278508432616432,0.27559956676466035,0.3153643818660065,0.0008045799164474702,0.0031564289029862294,0.0031564289029862294,0.0,0.004146681107844654,0.005879622466346898,0.0,0.0009593068234565991,0.0009283614420547734,0.0,0.0037753365310227447,0.004115735726442828,0.0,0.03255454123472072,0.03286399504873898,0.00021661766981278044
136,TIFT,0.11620595790361538,0.16194456159184142,0.0007667829620825826,0.2842081048959092,0.3309051872867385,0.0007667829620825826,0.004485680328183108,0.004485680328183108,3.8339148104129126e-05,0.019476287236897597,0.02058812253191734,0.0001533565924165165,0.0004600697772495495,0.0004984089253536787,0.0,0.004102288847141817,0.0052908024383698194,3.8339148104129126e-05,0.02273511482574857,0.022083349307978378,0.0007667829620825826
137,TOOMBS,0.0944019471488178,0.13363467779323135,0.0002318034306907742,0.2934051923968475,0.3435906351414001,0.0008692628650904034,0.002375985164580436,0.0025498377375985167,0.0,0.013734353268428373,0.016689847009735744,5.795085767269355e-05,0.0004056560037088549,0.0003477051460361613,0.0,0.0038247566063977748,0.006780250347705146,0.0,0.04659248956884562,0.04015994436717663,0.0003477051460361613
138,TOWNS,0.0017410427929991754,0.002290845780262073,0.0,0.43141207733895354,0.4900577293136626,0.0007330706496838633,0.0013745074681572437,0.0016494089617886923,0.0,0.0032988179235773846,0.005589663703839457,9.163383121048291e-05,0.0009163383121048291,0.00036653532484193165,0.0,0.004306790066892697,0.003940254742050765,0.0,0.026940346375881975,0.025290937414093283,0.0
