alpha,beta,gamma,delta,theta
0.5822881513408034,-0.15566317823996106,-2.6468768422704746e-09,0.003937423204182335,0.5931083919838382
0.802931955201089,-0.11416815917714845,2.459154754659504e-08,-0.0011304711469731713,0.6823021931778116
-23.937646184714573,-1.1446590791052431,4.800943426231994e-08,0.01636672033374552,2.567383993324577
0.13683625928989368,1.0564031769632456,-1.4254306074050107e-07,0.0010145776224034513,-0.2678885015017164
35.05485124526775,39.341172764499625,-6.363762462177182e-06,0.8011393122456847,-18.10622621656423
-6.126169026641788,1.9036003125952987,6.331925833177397e-08,-0.024242433461631206,1.093059637428475
-9.43794084858334,-0.14928243465641966,4.4589541743955635e-08,-0.02411202744457465,1.3550399772222002
